rank,name,platform,year,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales
15554,Yu-Gi-Oh! GX: The Beginning of Destiny (JP sales),PS2,2007,Strategy,Konami Digital Entertainment,0,0,0.02,0,0.02
15590,Gakken DS: Shin TOEIC Test Kanzen Kouryaku,DS,2007,Misc,Gakken,0,0,0.02,0,0.02
15594,Puzzle Guzzle,PSP,2007,Puzzle,DHM Interactive,0.02,0,0,0,0.02
15622,"Shounen Onmyouji: Tsubasa Yoima, Ten e Kaere",PS2,2007,Adventure,Kadokawa Shoten,0,0,0.02,0,0.02
15738,Cookie & Cream,DS,2007,Platform,505 Games,0.01,0,0,0,0.02
15754,Let's Yoga!,DS,2007,Misc,Konami Digital Entertainment,0,0,0.02,0,0.02
15826,Busou Renkin: Youkoso Papillon Park e,PS2,2007,Action,Marvelous Interactive,0,0,0.02,0,0.02
15854,Monster Trux Offroad,Wii,2007,Racing,Popcorn Arcade,0.01,0,0,0,0.02
15898,Enemy Territory: Quake Wars,PC,2007,Shooter,Activision,0.01,0,0,0,0.02
15902,Triggerheart Exelica,DC,2007,Shooter,Warashi,0,0,0.02,0,0.02
15930,Race Driver: Create & Race,DS,2007,Racing,Codemasters,0.01,0,0,0,0.02
15938,Pippa Funnell 2: Farm Adventures,DS,2007,Simulation,Ubisoft,0,0.01,0,0,0.02
15966,Ship Simulator 2008,PC,2007,Simulation,Lighthouse Interactive,0,0.01,0,0,0.02
15986,Dragon Zakura DS,DS,2007,Misc,Electronic Arts,0,0,0.01,0,0.01
16154,SoulCalibur Legends (JP sales),Wii,2007,Action,Namco Bandai Games,0,0,0.01,0,0.01
16190,Jewel Quest II,PC,2007,Puzzle,Avanquest,0,0.01,0,0,0.01
16214,Tomoyo After: It's a Wonderful Life CS Edition,PS2,2007,Adventure,Prototype,0,0,0.01,0,0.01
16230,Sengoku Basara 2 Heroes,Wii,2007,Action,Capcom,0,0,0.01,0,0.01
16254,Jinsei Game Q DS: Shouwa no Dekigoto,DS,2007,Misc,Takara Tomy,0,0,0.01,0,0.01
16290,TimeShift,PC,2007,Shooter,Vivendi Games,0.01,0,0,0,0.01
16334,Rondo of Swords (jp sales),DS,2007,Role-Playing,Success,0,0,0.01,0,0.01
16350,Idol Janshi Suchie-Pai IV,PS2,2007,Misc,Jaleco,0,0,0.01,0,0.01
16418,World Heroes Anthology,PS2,2007,Fighting,Ignition Entertainment,0,0,0.01,0,0.01
16422,Routes PE,PS2,2007,Adventure,Aqua Plus,0,0,0.01,0,0.01
16458,Shijyou Saikyou no Deshi Kenichi: Gekitou! Ragnarok Hachikengou,PS2,2007,Fighting,Capcom,0,0,0.01,0,0.01
16486,Hospital Tycoon,PC,2007,Strategy,Codemasters,0,0.01,0,0,0.01
15215,Disney's Meet the Robinsons,DS,2007,Action,Disney Interactive Studios,0.02,0,0,0,0.02
15231,The Fast and the Furious,PSP,2007,Racing,Deep Silver,0.02,0,0,0,0.02
15239,Puyo Puyo! 15th Anniversary,PSP,2007,Puzzle,Sega,0,0,0.02,0,0.02
15299,Meitantei Evangelion,PS2,2007,Adventure,Broccoli,0,0,0.02,0,0.02
15315,Super PickUps,PS2,2007,Racing,XS Games,0.01,0.01,0,0,0.02
15447,Spanish for Everyone!,DS,2007,Puzzle,Activision,0.02,0,0,0,0.02
15539,Katekyoo Hitman Reborn!! Let's Ansatsu!? Nerawareta 10 Daime!,PS2,2007,Action,Marvelous Interactive,0,0,0.02,0,0.02
15579,Sega Ages 2500 Series Vol. 29: Monster World Complete Collection,PS2,2007,Role-Playing,Sega,0,0,0.02,0,0.02
15587,Arabians Lost: The Engagement on Desert,PS2,2007,Adventure,Prototype,0,0,0.02,0,0.02
15623,Bakumatsu Renka: Karyuu Kenshi-den,PS2,2007,Adventure,D3Publisher,0,0,0.02,0,0.02
15639,Haneru no Tobira Wii: Girigirissu,Wii,2007,Misc,Namco Bandai Games,0,0,0.02,0,0.02
15707,Cabbage Patch Kids: The Patch Puppy Rescue,GBA,2007,Misc,D3Publisher,0.01,0,0,0,0.02
15715,Amagoushi no Yakata,PS2,2007,Adventure,Nippon Ichi Software,0,0,0.02,0,0.02
15755,Zero no Tsukaima: Muma ga Tsumugu Yokaze no Nocturne,PS2,2007,Adventure,Marvelous Interactive,0,0,0.02,0,0.02
15775,Cube,PSP,2007,Puzzle,D3Publisher,0.02,0,0,0,0.02
15779,Sansuu Puzzle de Migaku: Gakken Otona no Shikou Sense,DS,2007,Misc,Gakken,0,0,0.02,0,0.02
15867,Shinkyoku Soukai Polyphonica,PS2,2007,Adventure,Prototype,0,0,0.02,0,0.02
15979,Ouran Koukou Host Bu,PS2,2007,Adventure,Idea Factory,0,0,0.02,0,0.02
16011,Neverwinter Nights 2: Mask of the Betrayer,PC,2007,Role-Playing,Atari,0,0.01,0,0,0.01
16015,UEFA Champions League 2006-2007,PSP,2007,Sports,Electronic Arts,0.01,0,0,0,0.01
16027,Simple DS Series Vol. 14: The Jidousha Kyoushuujo DS,DS,2007,Misc,D3Publisher,0,0,0.01,0,0.01
16083,Virtua Tennis 3,PC,2007,Sports,Sega,0,0.01,0,0,0.01
16111,Nodame Cantabile,PS2,2007,Misc,Banpresto,0,0,0.01,0,0.01
16183,Rozen Maiden: Gebetgarten,PS2,2007,Fighting,Taito,0,0,0.01,0,0.01
16187,Fatal Fury: Battle Archives Volume 2 (JP sales),PS2,2007,Fighting,SNK Playmore,0,0,0.01,0,0.01
16195,Metal Slug Anthology,PS2,2007,Shooter,Ignition Entertainment,0,0,0.01,0,0.01
16295,Surf's Up,GC,2007,Sports,Ubisoft,0.01,0,0,0,0.01
16355,Juiced 2: Hot Import Nights,PC,2007,Racing,THQ,0,0.01,0,0,0.01
16399,San-X: Chara Sagashi Land,DS,2007,Action,MTO,0,0,0.01,0,0.01
16407,Vitamin X,PS2,2007,Adventure,D3Publisher,0,0,0.01,0,0.01
16411,Sega Rally Revo,PC,2007,Racing,Sega,0,0.01,0,0,0.01
16547,Imagine Figure Skater (JP sales),DS,2007,Sports,Ubisoft,0,0,0.01,0,0.01
16555,Mahou Sensei Negima!? Neo-Pactio Fight!!,Wii,2007,Fighting,Marvelous Interactive,0,0,0.01,0,0.01
16567,Original Frisbee Disc Sports: Ultimate & Golf,DS,2007,Action,"Destination Software, Inc",0.01,0,0,0,0.01
71,Call of Duty 4: Modern Warfare,X360,2007,Shooter,Activision,5.91,2.38,0.13,0.9,9.32
75,Mario Party DS,DS,2007,Misc,Nintendo,4.46,1.88,1.98,0.7,9.02
151,LEGO Star Wars: The Complete Saga,Wii,2007,Action,LucasArts,3.66,1.63,0,0.53,5.83
159,Assassin's Creed,X360,2007,Adventure,Ubisoft,3.28,1.65,0.07,0.55,5.55
187,The Legend of Zelda: Phantom Hourglass,DS,2007,Action,Nintendo,1.9,1.83,0.95,0.49,5.17
207,Link's Crossbow Training,Wii,2007,Shooter,Nintendo,3.06,1.18,0.29,0.46,5
211,Uncharted: Drake's Fortune,PS3,2007,Action,Sony Computer Entertainment,2.31,1.73,0.12,0.78,4.94
219,Assassin's Creed,PS3,2007,Adventure,Ubisoft,1.91,2,0.09,0.83,4.83
231,Guitar Hero III: Legends of Rock,Wii,2007,Misc,Activision,3.06,1.12,0,0.44,4.62
287,Carnival Games,Wii,2007,Misc,Take-Two Interactive,2.13,1.5,0.05,0.42,4.1
291,God of War II,PS2,2007,Action,Sony Computer Entertainment,2.32,0.04,0.04,1.67,4.07
327,Ratchet & Clank: Size Matters,PSP,2007,Platform,Sony Computer Entertainment,1.4,1.4,0.1,0.87,3.77
543,Sonic and the Secret Rings,Wii,2007,Platform,Sega,1.24,1.2,0.04,0.3,2.77
591,Ratchet & Clank Future: Tools of Destruction,PS3,2007,Platform,Sony Computer Entertainment,0.93,1.12,0.08,0.45,2.59
611,Game Party,Wii,2007,Misc,Midway Games,1.5,0.78,0,0.24,2.52
712,Guitar Hero III: Legends of Rock,PS3,2007,Misc,Activision,1.4,0.54,0.02,0.3,2.26
804,Dance Dance Revolution: Hottest Party,Wii,2007,Simulation,Konami Digital Entertainment,1.36,0.52,0,0.2,2.08
920,High School Musical: Sing It!,PS2,2007,Misc,Disney Interactive Studios,0.47,0.08,0,1.33,1.87
1000,2 Games in 1 Double Pack: The Incredibles / Finding Nemo: The Continuing Adventures,GBA,2007,Action,THQ,1.26,0.47,0,0.03,1.76
1100,Heavenly Sword,PS3,2007,Action,Sony Computer Entertainment,0.57,0.73,0.06,0.3,1.66
1148,SpongeBob's Atlantis SquarePantis,DS,2007,Action,THQ,1.5,0,0,0.11,1.61
1324,Smarty Pants,Wii,2007,Misc,Electronic Arts,0.53,0.76,0,0.16,1.45
1340,WWE SmackDown vs Raw 2008,X360,2007,Fighting,THQ,0.92,0.38,0,0.13,1.44
1392,Final Fantasy XII: Revenant Wings,DS,2007,Role-Playing,Square Enix,0.34,0.42,0.54,0.1,1.39
1580,Ratatouille,DS,2007,Action,THQ,0.5,0.62,0,0.14,1.26
1588,Tom Clancy's Rainbow Six: Vegas,PS3,2007,Shooter,Ubisoft,0.47,0.53,0.03,0.22,1.25
1612,Ben 10: Protector of Earth,Wii,2007,Action,D3Publisher,0.55,0.55,0,0.13,1.23
1664,Shrek / Shrek 2 2-in-1 Gameboy Advance Video,GBA,2007,Misc,,0.87,0.32,0,0.02,1.21
1748,SingStar,PS3,2007,Misc,Sony Computer Entertainment,0.45,0.58,0,0.13,1.16
1788,Hot Shots Golf: Out of Bounds,PS3,2007,Sports,Sony Computer Entertainment,0.31,0.03,0.76,0.04,1.14
1844,Need for Speed: ProStreet,Wii,2007,Racing,Electronic Arts,0.54,0.46,0,0.12,1.11
1856,Petz Dogz 2,DS,2007,Simulation,Ubisoft,0.47,0.52,0,0.12,1.1
1892,Endless Ocean,Wii,2007,Adventure,Nintendo,0.44,0.47,0.09,0.09,1.09
1928,Pro Evolution Soccer 2008,X360,2007,Sports,Konami Digital Entertainment,0.08,0.9,0.04,0.05,1.07
1964,Warhawk,PS3,2007,Simulation,Sony Computer Entertainment,0.49,0.39,0,0.17,1.06
2028,FIFA Soccer 08,Wii,2007,Sports,Electronic Arts,0.32,0.59,0.01,0.11,1.02
2140,Grand Theft Auto: Vice City Stories,PS2,2007,Action,Take-Two Interactive,0.78,0.03,0.03,0.13,0.97
2232,Build-A-Bear Workshop,DS,2007,Simulation,Game Factory,0.85,0.01,0,0.07,0.93
2272,Lost Odyssey,X360,2007,Role-Playing,Microsoft Game Studios,0.45,0.27,0.11,0.09,0.92
2276,AMF Bowling Pinbusters!,Wii,2007,Sports,Bethesda Softworks,0.85,0,0,0.07,0.91
2380,DiRT,X360,2007,Racing,Codemasters,0.38,0.4,0,0.09,0.87
2412,Tomb Raider: Anniversary,Wii,2007,Action,Eidos Interactive,0.12,0.63,0,0.11,0.86
2416,The World Ends With You,DS,2007,Role-Playing,Square Enix,0.54,0.06,0.21,0.05,0.86
2440,Blazing Angels: Squadrons of WWII,Wii,2007,Simulation,Ubisoft,0.74,0.04,0,0.06,0.85
2500,I Spy: Fun House,DS,2007,Puzzle,Scholastic Inc.,0.77,0,0,0.06,0.83
2560,Final Fantasy XI: Wings of the Goddess,PS2,2007,Role-Playing,Square Enix,0.35,0.27,0.09,0.09,0.81
2604,Final Fantasy Tactics A2: Grimoire of the Rift,DS,2007,Role-Playing,Square Enix,0.42,0.03,0.3,0.04,0.79
2624,NCAA Football 08,PS2,2007,Sports,Electronic Arts,0.65,0.03,0,0.11,0.79
2732,Spectrobes,DS,2007,Role-Playing,Disney Interactive Studios,0.67,0.03,0,0.06,0.75
2848,Skate,X360,2007,Sports,Electronic Arts,0.62,0.04,0,0.06,0.72
2868,Dynasty Warriors 6,PS3,2007,Action,Tecmo Koei,0.18,0.08,0.41,0.04,0.71
2912,NCAA Football 08,X360,2007,Sports,Electronic Arts,0.65,0,0,0.05,0.7
2948,Shrek the Third,X360,2007,Action,Activision,0.54,0.1,0,0.06,0.69
2968,MX vs. ATV Untamed,X360,2007,Racing,THQ,0.55,0.08,0,0.06,0.69
2988,Hot Shots Golf: Open Tee 2,PSP,2007,Sports,Sony Computer Entertainment,0.21,0.11,0.28,0.08,0.68
3092,Taiko no Tatsujin DS: Touch de Dokodon!,DS,2007,Misc,Namco Bandai Games,0,0,0.66,0,0.66
3128,Star Ocean: First Departure,PSP,2007,Role-Playing,Square Enix,0.2,0.14,0.22,0.09,0.65
3140,Crash of the Titans,PSP,2007,Action,Vivendi Games,0.25,0.25,0,0.15,0.64
3180,Donkey Kong Barrel Blast,Wii,2007,Racing,Nintendo,0.2,0.26,0.11,0.06,0.64
3304,Ganbaru Watashi no Kakei Diary,DS,2007,Misc,Nintendo,0,0,0.61,0,0.61
3344,The Golden Compass,DS,2007,Action,Sega,0.28,0.25,0,0.06,0.6
3508,Blacksite: Area 51,X360,2007,Shooter,Midway Games,0.29,0.23,0,0.06,0.57
3524,Tomb Raider: Anniversary,PSP,2007,Action,Eidos Interactive,0.21,0.23,0,0.13,0.57
3564,Donkey Kong Jungle Climber,DS,2007,Platform,Nintendo,0.26,0.04,0.24,0.03,0.56
3572,NCAA March Madness 07,PS2,2007,Sports,Electronic Arts,0.28,0.22,0,0.07,0.56
14,Wii Fit,Wii,2007,Sports,Nintendo,8.94,8.03,3.6,2.15,22.72
86,Mario & Sonic at the Olympic Games,Wii,2007,Sports,Sega,2.58,3.9,0.66,0.91,8.06
178,Professor Layton and the Curious Village,DS,2007,Puzzle,Nintendo,1.22,2.48,1.03,0.52,5.26
210,Pokemon Mystery Dungeon: Explorers of Time/Explorers of Darkness,DS,2007,Role-Playing,Nintendo,1.85,1.2,1.54,0.37,4.96
238,Guitar Hero III: Legends of Rock,X360,2007,Misc,Activision,3.19,0.92,0.01,0.42,4.53
330,Super Paper Mario,Wii,2007,Platform,Nintendo,1.98,0.88,0.59,0.32,3.76
338,MySims,DS,2007,Simulation,Electronic Arts,1.59,1.61,0.08,0.41,3.69
446,The Elder Scrolls IV: Oblivion,PS3,2007,Role-Playing,Ubisoft,1.69,0.87,0.14,0.42,3.12
470,Dragon Ball Z: Budokai Tenkaichi 3,PS2,2007,Fighting,Atari,1.15,0,0.76,1.09,3
490,Mass Effect,X360,2007,Role-Playing,Microsoft Game Studios,1.83,0.8,0.03,0.27,2.93
582,Mario Strikers Charged,Wii,2007,Sports,Nintendo,1.07,1.06,0.24,0.25,2.62
659,LEGO Star Wars: The Complete Saga,PS3,2007,Action,LucasArts,1.02,0.97,0,0.39,2.38
763,Call of Duty: Roads to Victory,PSP,2007,Shooter,Activision,0.52,1.03,0,0.59,2.14
815,Need for Speed: ProStreet,X360,2007,Racing,Electronic Arts,1.04,0.8,0.01,0.22,2.06
823,Need for Speed: ProStreet,PS3,2007,Racing,Electronic Arts,0.73,0.92,0.04,0.37,2.05
951,The Orange Box,X360,2007,Shooter,Electronic Arts,1.09,0.54,0.02,0.17,1.83
1003,FIFA Soccer 08,PS3,2007,Sports,Electronic Arts,0.35,1.07,0.02,0.32,1.76
1179,Hannah Montana: Music Jam,DS,2007,Action,Disney Interactive Studios,1.06,0.37,0,0.15,1.58
1211,Resident Evil: The Umbrella Chronicles,Wii,2007,Action,Capcom,0.68,0.43,0.29,0.14,1.54
1231,Sonic Rivals 2,PSP,2007,Racing,Sega,0.44,0.69,0,0.39,1.52
1251,The Simpsons Game,PS2,2007,Action,Electronic Arts,0.35,0.03,0,1.13,1.51
1287,Imagine: Master Chef,DS,2007,Simulation,Ubisoft,0.39,0.92,0,0.17,1.47
1335,SingStar Pop,PS2,2007,Misc,Sony Computer Entertainment,0.04,1.08,0,0.32,1.44
1455,FIFA Soccer 08,X360,2007,Sports,Electronic Arts,0.31,0.89,0.01,0.14,1.35
1467,WWE SmackDown vs Raw 2008,PS3,2007,Fighting,THQ,0.62,0.5,0.01,0.21,1.33
1575,Final Fantasy IV,DS,2007,Simulation,Square Enix,0.54,0.05,0.62,0.05,1.26
1583,Winter Sports: The Ultimate Challenge,Wii,2007,Sports,RTL,0.45,0.68,0,0.12,1.26
1603,Diddy Kong Racing DS,DS,2007,Racing,Nintendo,1.1,0.04,0,0.1,1.24
1771,Call of Duty 4: Modern Warfare,PC,2007,Shooter,Activision,0,1.12,0,0.03,1.15
1831,Worldwide Soccer Manager 2008,PC,2007,Sports,Russel,0,1.12,0,0,1.12
1835,"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",PS2,2007,Action,Activision,0.63,0.37,0,0.11,1.11
1851,Medal of Honor: Airborne,X360,2007,Shooter,Electronic Arts,0.45,0.53,0.01,0.12,1.1
2011,Tom Clancy's Ghost Recon Advanced Warfighter 2,PS3,2007,Shooter,Ubisoft,0.34,0.48,0.02,0.19,1.04
2023,The Simpsons Game,Wii,2007,Action,Electronic Arts,0.45,0.47,0,0.11,1.03
2239,MLB 07: The Show,PS2,2007,Sports,Sony Computer Entertainment,0.77,0.03,0,0.13,0.93
2295,The Simpsons Game,PS3,2007,Action,Electronic Arts,0.38,0.37,0,0.15,0.91
2431,FIFA Soccer 08,DS,2007,Sports,Electronic Arts,0.1,0.65,0,0.11,0.85
2435,NBA 2K8,X360,2007,Sports,Take-Two Interactive,0.79,0,0,0.07,0.85
2447,Ratatouille,PS2,2007,Action,THQ,0.31,0,0,0.53,0.85
2467,Harvest Moon: Tree of Tranquility,Wii,2007,Simulation,Rising Star Games,0.69,0.03,0.06,0.06,0.84
2479,Ben 10: Protector of Earth,PS2,2007,Action,D3Publisher,0.09,0,0,0.74,0.84
2619,Drawn to Life,DS,2007,Action,THQ,0.71,0.02,0,0.06,0.79
2779,Namco Museum Remix,Wii,2007,Misc,Atari,0.68,0,0,0.05,0.74
2795,The Sims 2: Castaway,DS,2007,Simulation,Electronic Arts,0.63,0.05,0,0.06,0.73
2835,NBA Live 08,PS2,2007,Sports,Electronic Arts,0.59,0.02,0.01,0.1,0.72
2847,Ben 10: Protector of Earth,PSP,2007,Action,D3Publisher,0.23,0.31,0,0.18,0.72
2871,Madden NFL 08,PSP,2007,Sports,Electronic Arts,0.6,0.04,0,0.07,0.71
3031,Ratatouille,PSP,2007,Action,THQ,0.22,0.28,0,0.16,0.67
3047,Phoenix Wright: Ace Attorney - Trials and Tribulations,DS,2007,Adventure,Capcom,0.33,0.05,0.25,0.04,0.67
3059,Naruto Shippuden: Ultimate Ninja 4,PS2,2007,Fighting,Atari,0.26,0.01,0.13,0.26,0.66
3091,"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",PSP,2007,Action,Activision,0.23,0.27,0,0.16,0.66
3119,SingStar Pop Hits,PS2,2007,Misc,Sony Computer Entertainment,0,0.5,0,0.15,0.65
3123,SingStar R&B,PS2,2007,Misc,Sony Computer Entertainment,0,0.05,0,0.6,0.65
3135,Paws & Claws: Pet Vet,DS,2007,Simulation,THQ,0.6,0,0,0.05,0.64
3167,Sega Rally Revo,PS3,2007,Racing,Sega,0.07,0.43,0,0.14,0.64
3191,Juiced 2: Hot Import Nights,X360,2007,Racing,THQ,0.22,0.34,0,0.07,0.63
3315,SimCity DS,DS,2007,Simulation,Electronic Arts,0.33,0.03,0.21,0.03,0.61
3379,Major League Baseball 2K7,PS2,2007,Sports,Spike,0.29,0.23,0,0.08,0.6
3411,Spelling Challenges and more!,DS,2007,Misc,505 Games,0.54,0,0,0.04,0.59
3527,No More Heroes,Wii,2007,Action,Rising Star Games,0.3,0.17,0.04,0.05,0.57
3563,Odin Sphere,PS2,2007,Role-Playing,Square Enix,0.23,0.18,0.09,0.06,0.56
3655,TMNT,X360,2007,Action,Ubisoft,0.47,0.04,0,0.04,0.55
3807,Are You Smarter Than A 5th Grader?,DS,2007,Misc,Mindscape,0.48,0,0,0.04,0.53
3819,Silent Hill: Origins,PSP,2007,Action,Konami Digital Entertainment,0.22,0.16,0.04,0.1,0.53
3859,Ratatouille,Wii,2007,Action,THQ,0.44,0.04,0,0.04,0.52
3863,Lair,PS3,2007,Action,Sony Computer Entertainment,0.36,0.04,0.08,0.04,0.52
3871,Petz: Hamsterz Life 2,DS,2007,Misc,Ubisoft,0.48,0,0,0.04,0.52
3656,F.E.A.R.,PS3,2007,Shooter,Vivendi Games,0.18,0.27,0,0.1,0.55
3660,NBA 2K8,PS3,2007,Sports,Take-Two Interactive,0.5,0.01,0,0.05,0.55
3692,Tiger Woods PGA Tour 08,X360,2007,Sports,Electronic Arts,0.49,0.02,0,0.04,0.54
3836,NBA Live 08,X360,2007,Sports,Electronic Arts,0.47,0,0,0.04,0.52
3904,Fire Emblem: Radiant Dawn,Wii,2007,Strategy,Nintendo,0.28,0.03,0.17,0.03,0.51
3932,The BIGS,PS2,2007,Sports,Take-Two Interactive,0.25,0.19,0,0.06,0.51
4016,Nicktoons: Attack of the Toybots,PS2,2007,Platform,THQ,0.24,0.19,0,0.06,0.5
4020,Cars Mater-National Championship,Wii,2007,Racing,THQ,0.46,0,0,0.04,0.49
4080,Harry Potter and the Order of the Phoenix,Wii,2007,Action,Electronic Arts,0.38,0.06,0,0.04,0.49
4084,Scene It? Lights Camera Action,X360,2007,Misc,Microsoft Game Studios,0.43,0.02,0,0.04,0.48
4092,The Sims 2: Pets,Wii,2007,Simulation,Electronic Arts,0.42,0.03,0,0.04,0.48
4132,Spider-Man 3,Wii,2007,Platform,Activision,0.42,0.02,0,0.04,0.48
4292,Burnout Dominator,PSP,2007,Racing,Electronic Arts,0.02,0.38,0.01,0.06,0.46
4372,Bee Movie Game,DS,2007,Action,Activision,0.41,0,0,0.03,0.45
4448,The Darkness,X360,2007,Shooter,Take-Two Interactive,0.36,0.04,0.01,0.04,0.44
4484,Nicktoons: Attack of the Toybots,Wii,2007,Platform,THQ,0.4,0,0,0.03,0.44
4532,Command & Conquer 3: Tiberium Wars,X360,2007,Strategy,Electronic Arts,0.35,0.05,0,0.03,0.43
4560,Petz: Horsez 2,Wii,2007,Simulation,Ubisoft,0.39,0,0,0.03,0.43
4592,Medal of Honor Heroes 2,Wii,2007,Shooter,Electronic Arts,0.34,0.04,0.01,0.04,0.42
4608,NiGHTS: Journey of Dreams,Wii,2007,Platform,Sega,0.33,0.03,0.04,0.03,0.42
4692,Cars: Mater-National Championship,PS3,2007,Racing,THQ,0.37,0.01,0,0.03,0.41
4708,Itadaki Street DS,DS,2007,Misc,Square Enix,0,0,0.41,0,0.41
4712,300: March to Glory,PSP,2007,Action,Warner Bros. Interactive Entertainment,0.27,0.08,0,0.06,0.41
4840,Brunswick Pro Bowling,PS2,2007,Sports,505 Games,0.2,0.15,0,0.05,0.4
4976,Jam Sessions: Sing and Play Guitar (US sales),DS,2007,Misc,Ubisoft,0.38,0,0,0,0.38
5048,MX vs. ATV Untamed,PS2,2007,Racing,THQ,0.32,0.01,0,0.05,0.38
5092,The Legend of Spyro: The Eternal Night,DS,2007,Platform,Vivendi Games,0.32,0.03,0,0.03,0.37
5124,Juiced 2: Hot Import Nights,PSP,2007,Racing,THQ,0.06,0.2,0,0.11,0.37
5136,Kotoba no Puzzle: Mojipittan DS,DS,2007,Puzzle,Namco Bandai Games,0,0,0.37,0,0.37
5276,Battalion Wars 2,Wii,2007,Strategy,Nintendo,0.22,0.03,0.08,0.02,0.35
5320,College Hoops 2K8,PS2,2007,Sports,Take-Two Interactive,0.17,0.13,0,0.04,0.35
5412,Puzzle Quest: Challenge of the Warlords,DS,2007,Puzzle,D3Publisher,0.28,0.01,0.03,0.02,0.34
5472,Naruto: Rise of a Ninja,X360,2007,Action,Ubisoft,0.29,0.02,0,0.03,0.33
5524,"Warhammer 40,000: Squad Command",PSP,2007,Strategy,THQ,0.11,0.14,0,0.08,0.33
5528,SSX Blur,Wii,2007,Sports,Electronic Arts,0.29,0.01,0,0.03,0.33
5548,Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen DS 2 + Jouyou Kanji Jiten,DS,2007,Misc,Rocket Company,0,0,0.33,0,0.33
5552,EA Playground,DS,2007,Sports,Electronic Arts,0.29,0.01,0,0.03,0.33
5600,Beautiful Katamari,X360,2007,Puzzle,Namco Bandai Games,0.14,0.02,0.15,0.02,0.32
5628,Dance Dance Revolution Universe,X360,2007,Simulation,Konami Digital Entertainment,0.3,0,0,0.02,0.32
5640,My Horse & Me,Wii,2007,Sports,Atari,0.27,0.02,0,0.03,0.32
5664,Manhunt 2,PSP,2007,Action,Take-Two Interactive,0.04,0.18,0,0.1,0.32
5712,Jikkyou Powerful Pro Yakyuu 14,PS2,2007,Sports,Konami Digital Entertainment,0,0,0.31,0,0.31
5768,J-League Winning Eleven 2007: Club Championship,PS2,2007,Sports,Konami Digital Entertainment,0,0,0.31,0,0.31
5868,Super Robot Taisen OG: Original Generations Gaiden,PS2,2007,Strategy,Banpresto,0,0,0.3,0,0.3
5876,Dynasty Warriors 6,X360,2007,Action,Tecmo Koei,0.15,0.06,0.06,0.02,0.3
5892,Harry Potter and the Order of the Phoenix,X360,2007,Action,Electronic Arts,0.24,0.04,0,0.02,0.3
5912,Spider-Man: Friend or Foe,X360,2007,Action,Activision,0.26,0.02,0,0.02,0.3
5932,The Suite Life of Zack & Cody: Circle of Spies,DS,2007,Action,Disney Interactive Studios,0.17,0.09,0,0.03,0.3
5936,Power Pro Kun Pocket 10,DS,2007,Sports,Konami Digital Entertainment,0,0,0.3,0,0.3
5972,The Godfather: Dons Edition,PS3,2007,Action,Electronic Arts,0.25,0.02,0,0.03,0.29
5976,MLB Power Pros,Wii,2007,Sports,Konami Digital Entertainment,0.23,0,0.04,0.02,0.29
5984,Prince of Persia: Rival Swords,Wii,2007,Action,Ubisoft,0.24,0.03,0,0.02,0.29
6088,NASCAR 08,X360,2007,Racing,Electronic Arts,0.26,0,0,0.02,0.29
6096,Ratatouille: Food Frenzy,DS,2007,Puzzle,THQ,0.26,0,0,0.02,0.29
6104,The Golden Compass,PS3,2007,Action,Sega,0.14,0.1,0,0.05,0.29
6116,Bratz Ponyz,DS,2007,Adventure,Game Factory,0.26,0,0,0.02,0.28
6180,MLB 07: The Show,PSP,2007,Sports,Sony Computer Entertainment,0.26,0,0,0.02,0.28
6184,Shrek: Ogres & Dronkeys,DS,2007,Simulation,Activision,0.26,0,0,0.02,0.28
6188,Virtua Fighter 5 Online,X360,2007,Fighting,Sega,0.2,0.03,0.03,0.02,0.28
6208,Soul Nomad & the World Eaters,PS2,2007,Role-Playing,Tecmo Koei,0.14,0.11,0,0.04,0.28
6264,Cabela's Trophy Bucks,PS2,2007,Sports,Activision Value,0.13,0.11,0,0.04,0.27
6356,Stuntman: Ignition,PS2,2007,Racing,THQ,0.13,0.1,0,0.03,0.27
6396,The BIGS,X360,2007,Sports,Take-Two Interactive,0.18,0.08,0,0,0.27
6420,Super Collapse! 3,DS,2007,Puzzle,Mumbo Jumbo,0.25,0,0,0.02,0.27
6432,Fish Tycoon,DS,2007,Simulation,Majesco Entertainment,0.24,0,0,0.02,0.27
3923,Test Drive Unlimited,PSP,2007,Racing,Atari,0.08,0.28,0,0.15,0.51
3939,Paws & Claws: Dogs & Cats Best Friends,DS,2007,Simulation,THQ,0.46,0.01,0,0.04,0.51
3979,Dance Dance Revolution Universe 2,X360,2007,Simulation,Konami Digital Entertainment,0.46,0.01,0,0.04,0.5
4087,Shrek the Third,PS2,2007,Action,Activision,0.4,0.02,0,0.07,0.48
4119,Bratz: The Movie,PS2,2007,Simulation,THQ,0.24,0.18,0,0.06,0.48
4179,Shadowrun,X360,2007,Role-Playing,Microsoft Game Studios,0.41,0.02,0,0.04,0.47
4183,Crazy Taxi: Fare Wars,PSP,2007,Racing,Sega,0.1,0.22,0.02,0.12,0.47
4227,Metal Gear Solid: The Essential Collection,PS2,2007,Adventure,Konami Digital Entertainment,0.23,0.18,0,0.06,0.46
